ReviewText;Review;ReviewLength;PlayHours;DatePosted
"Everything is fine, except for the lazy attitude of the developers towards PvP, fixing exploits, lags due to easy anti-heat, which does not help, missing clicks (i.e. situations from the category: “But I clicked!” is a given here.), and so lags of keystrokes, when actions do not occur by pressing or releasing keys, but with a delay.1/3 of the invasions end before they begin, because the player entered the bossroom while you were loading to him or because you are spawned not closer to the player, but on a “convenient slope nearby”, from where you can clearly see through binoculars (and more often, even not visible) as your goal runs beautifully in the rays of the setting sun, unattainable for you.the other third ends when you are connected to an open field, where 3 “good soldiers” shoot you with 3-6 guns.In total, the last third remains, of this third only a third is not overshadowed by the reasons described in the first sentence.There is something in this game, but the mediocre attitude towards the PvP interaction part (which is the MAIN one in the Souls series) negates many of the successes. As a final example, you will come to the realization that there is no meaningful in-game reward for a character for PVP (or even PvE).Все прекрасно, кроме ленивого отношения разработчиков к PvP, фиксу эксплойтов, лагов из-за easy anticheat, который не помогает, пропаданию нажатий (т.е. ситуации из разряда: ""Но я же нажимал!"" здесь является данностью.), а так же лагам нажатий, когда действия происходят не по нажатию или отжатию клавиш, а именно с задержкой.1/3 вторжений заканчивается не начавшись, поскольку игрок вошел в босрум, пока ты к нему грузился или из-за того что тебя спаунит не поближе к игроку, а на ""удобный склон неподалеку"", откуда в бинокль прекрасно видно (а чаще, даже не видно), как твоя цель красиво бежит в лучах закатного солнца, недостижимая для тебя.другая треть заканчивается, когда тебя подсоединяют в чистое поле, где 3 ""бравых солдата"" расстреливают тебя в 3-6 стволов.Итого остается последняя треть, из этой трети только треть не омрачается причинами описанными в первом предложении.Что то в этой игре есть, но посредственное отношение именно к части PvP взаимодействия ( которое является ГЛАВНЫМ в серии Souls) сводит на нет многие успехи. Как последний пример: вы придете к осознаю, что значимой игровой награды для персонажа за PVP (да и в PvE) нет.";Not Recommended;2005;631.4;03-29-2024
"Remember a time when you're dad would come home after a long day at work?He would walk in all tired, have a shower maybe sit infront of the TV and watch a WWE, and both of you would have a blast watching Rey Mysterio 619 the Big Show. All was right in the world.But sometimes father, he'd have a few beers, and maybe he'd get a little mad at mum for cooking Meatloaf (Again) and you'd sit all quiet while he yells at her, and she hits him and then he looks at you, with that same look he just had for your mother. He grabs you by the arm and punches you in your 8 year old mouth. You sit there stunned, helpless because father always hits you when he and mother yell at each other.Years this goes on until one day you've had enough. You move out of home and go out into the world keen to never look back on these dark times again. Not long after, you've started a family of your own, and you've vowed to never be like your father, you'd always treat your child better then he ever did.Until one day, a messages comes by, ""Hi son. I was hoping we could catch up? Maybe go see a movie sometime?"" Your eyes tear up, he's trying to get into your life again, to do better. ""Yeah dad, I'd love that"".You arrive at the cinema together, you've hugged made up, times are great again.That's this game.Is gud gaem :)";Recommended;1051;190.8;03-29-2024
Its for sure the best game ever made,And im super excited for the DLCPS:Dont use magic or mimic, or you're Weird;Recommended;92;207.2;03-29-2024
Product received for freeBEST GAME;Recommended;30;43.2;03-29-2024
great game, finally beat tree sentinel;Recommended;33;84.7;03-29-2024
The only FromSoft game that I went for 100% on. Absolute banger;Recommended;52;249.6;03-29-2024
BEST GAME I PLAYED TBH;Recommended;18;260.9;03-29-2024
Just a masterpiece;Recommended;16;12.0;03-29-2024
I like that you have to pay attention to attacks of enemies and running headlong into a fight is not always the best way to defeat enemies. Also, the variation of styles of your character allows for replay ability with varying outcomes of quests. One real negative thing I have to say is dialogue and story is sometimes tedious.;Recommended;270;342.2;03-29-2024
"This game saved my career as a truck driver. On the night of February 20, 2022 I was called into my boss's office. Larry sat me down on the other side of his desk, at this moment I was quite ecstatic, I thought I was going to get a pay raise for how good I had been doing on the road! Oh boy was I wrong. Larry had told me that I was actually causing a loss of profits for the company and that if I didn't step up my performance soon they would have no choice but to get rid of me. I thought to myself ""♥♥♥♥! I can't lose my job, I'm 57 years old with 10 years of payments left on my mortgage, $15,000 in student loan debt, $50,000 in credit card debt, a wife, 3 kids, 4 dogs, and 2 cats. This might be the end for me."" I took the next day off of work to collect myself, and that's when I saw it. I opened up Steam for the first time in months, at the top there was a bright green banner with the beautiful, bold, yellowed letters ""ELDEN RING"" at the top. Now, as a big fan of the previous hit FromSoftware game ""Dark Souls 2"" I knew I had to check it out. I was hooked just from the images, don't even get me started about those videos. They put a little pep in my step if you're picking up what I'm putting down. I pre-ordered the game immediately, but I thought to myself ""How do I play this on the road?"" I knew there was only one option, so I did it. I ordered a Steam Deck to accompany me on my journeys travelling through the blessed lands of freedom. Before I knew it, the Steam Deck had arrived and Elden Ring had been released. I played this game every single night when I was parked in the truck stops. I was in love, for the first time in forever I felt like I enjoyed my job again. I was motivated to get my performance up and save my career. My performance increased by 76% when I started playing Elden Ring and my boss actually ended up giving me a raise. Thank you Miyazaki and FromSoftware for changing my life.";Recommended;1540;182.6;03-29-2024
"Everything is fine, except for the lazy attitude of the developers towards PvP, fixing exploits, lags due to easy anti-heat, which does not help, missing clicks (i.e. situations from the category: “But I clicked!” is a given here.), and so lags of keystrokes, when actions do not occur by pressing or releasing keys, but with a delay.1/3 of the invasions end before they begin, because the player entered the bossroom while you were loading to him or because you are spawned not closer to the player, but on a “convenient slope nearby”, from where you can clearly see through binoculars (and more often, even not visible) as your goal runs beautifully in the rays of the setting sun, unattainable for you.the other third ends when you are connected to an open field, where 3 “good soldiers” shoot you with 3-6 guns.In total, the last third remains, of this third only a third is not overshadowed by the reasons described in the first sentence.There is something in this game, but the mediocre attitude towards the PvP interaction part (which is the MAIN one in the Souls series) negates many of the successes. As a final example, you will come to the realization that there is no meaningful in-game reward for a character for PVP (or even PvE).Все прекрасно, кроме ленивого отношения разработчиков к PvP, фиксу эксплойтов, лагов из-за easy anticheat, который не помогает, пропаданию нажатий (т.е. ситуации из разряда: ""Но я же нажимал!"" здесь является данностью.), а так же лагам нажатий, когда действия происходят не по нажатию или отжатию клавиш, а именно с задержкой.1/3 вторжений заканчивается не начавшись, поскольку игрок вошел в босрум, пока ты к нему грузился или из-за того что тебя спаунит не поближе к игроку, а на ""удобный склон неподалеку"", откуда в бинокль прекрасно видно (а чаще, даже не видно), как твоя цель красиво бежит в лучах закатного солнца, недостижимая для тебя.другая треть заканчивается, когда тебя подсоединяют в чистое поле, где 3 ""бравых солдата"" расстреливают тебя в 3-6 стволов.Итого остается последняя треть, из этой трети только треть не омрачается причинами описанными в первом предложении.Что то в этой игре есть, но посредственное отношение именно к части PvP взаимодействия ( которое является ГЛАВНЫМ в серии Souls) сводит на нет многие успехи. Как последний пример: вы придете к осознаю, что значимой игровой награды для персонажа за PVP (да и в PvE) нет.";Not Recommended;2005;631.4;03-29-2024
"Remember a time when you're dad would come home after a long day at work?He would walk in all tired, have a shower maybe sit infront of the TV and watch a WWE, and both of you would have a blast watching Rey Mysterio 619 the Big Show. All was right in the world.But sometimes father, he'd have a few beers, and maybe he'd get a little mad at mum for cooking Meatloaf (Again) and you'd sit all quiet while he yells at her, and she hits him and then he looks at you, with that same look he just had for your mother. He grabs you by the arm and punches you in your 8 year old mouth. You sit there stunned, helpless because father always hits you when he and mother yell at each other.Years this goes on until one day you've had enough. You move out of home and go out into the world keen to never look back on these dark times again. Not long after, you've started a family of your own, and you've vowed to never be like your father, you'd always treat your child better then he ever did.Until one day, a messages comes by, ""Hi son. I was hoping we could catch up? Maybe go see a movie sometime?"" Your eyes tear up, he's trying to get into your life again, to do better. ""Yeah dad, I'd love that"".You arrive at the cinema together, you've hugged made up, times are great again.That's this game.Is gud gaem :)";Recommended;1051;190.8;03-29-2024
hard af;Recommended;6;10.9;03-29-2024
fenzy flame O-O;Recommended;13;158.8;03-29-2024
The Game is mediocre at best. While the story and the content are marvelous, the design, music and scenery is some to really behold. IT all falls apart in the gameplay mechanic.Early game you have to really grind to get somewhere and progress and rewarding is measured with a strict hand. You better stick 1 specific weapon and sink all the upgrades in it or the bosses will become even more grinding than they are at some point.Midgame the pace picks up and until you get to the endgame content, you can fare pretty good and the rewards upscale a lot. This is the part where most fun is to be had.Endgame content is typical, every enemy is overscaled, overpoised, overboosted in every way. In some cases some simple regular enemies have more hitpoints than some midgame bosses. Technically your HP is irrelevant as you are 1-3 hits, depending on your vitality. In some cases, some simpel field mobs are pvp worthy, the invader NPC-s have nothing compared to them. Even bosses can be hardly compared to some. Also, mediocre weapons are hidden in endgame which would be useful in earlier stages, grabbing them simply adds nothing to the gameplay.In many cases the best tactic to use: dash from 1 SG to another, you have your progress saved. Farming is done via boss assisting, item acquisition can be postponed. You won't use most of them anyway in bossfights.Also when a game has pixelperfect platforming integrated instantly looses 3 points in my eyes.All in all not a bad game but the endgame technically kills the part to which try to aim.Tho Malenia is cool.;Not Recommended;1290;287.5;03-29-2024
Good very good but angry? Perchance.;Recommended;31;87.5;03-29-2024
good;Recommended;4;52.8;03-29-2024
In the Top 5 best games of all time. Just play it if you haven't already.;Recommended;58;186.0;03-29-2024
absolutely a masterpiece, worth every penny, give it a shot and don't give up right away, it's not a game to tread lightly;Recommended;100;178.3;03-29-2024
makes wanna kms but makes me cream when i beat boss;Recommended;41;80.7;03-29-2024
I am Malenia, blade of miquella.I am Malenia, blade of miquella.I am Malenia, blade of miquella.I am Malenia, blade of miquella.I am Malenia, blade of miquella.I am Malenia, blade of miquella.I am Malenia, blade of miquella.I am Malenia, blade of miquella.I am Malenia, blade of miquella.I am Malenia, blade of miquella.I am Malenia, blade of miquella.I am Malenia, blade of miquella.I am Malenia, blade of miquella.I am Malenia, blade of miquella.Best game i've ever played.;Recommended;401;142.6;03-29-2024
Excelent game, at fist I was confused because was not used to this type of games (souls) a friend kind of point me in the right way, and when in the right path I enjoyed very much. Excellent lore and background histories on top of very good maps and true open map.;Recommended;213;223.3;03-29-2024
hard af;Recommended;6;10.9;03-29-2024
fenzy flame O-O;Recommended;13;158.8;03-29-2024
The Game is mediocre at best. While the story and the content are marvelous, the design, music and scenery is some to really behold. IT all falls apart in the gameplay mechanic.Early game you have to really grind to get somewhere and progress and rewarding is measured with a strict hand. You better stick 1 specific weapon and sink all the upgrades in it or the bosses will become even more grinding than they are at some point.Midgame the pace picks up and until you get to the endgame content, you can fare pretty good and the rewards upscale a lot. This is the part where most fun is to be had.Endgame content is typical, every enemy is overscaled, overpoised, overboosted in every way. In some cases some simple regular enemies have more hitpoints than some midgame bosses. Technically your HP is irrelevant as you are 1-3 hits, depending on your vitality. In some cases, some simpel field mobs are pvp worthy, the invader NPC-s have nothing compared to them. Even bosses can be hardly compared to some. Also, mediocre weapons are hidden in endgame which would be useful in earlier stages, grabbing them simply adds nothing to the gameplay.In many cases the best tactic to use: dash from 1 SG to another, you have your progress saved. Farming is done via boss assisting, item acquisition can be postponed. You won't use most of them anyway in bossfights.Also when a game has pixelperfect platforming integrated instantly looses 3 points in my eyes.All in all not a bad game but the endgame technically kills the part to which try to aim.Tho Malenia is cool.;Not Recommended;1290;287.5;03-29-2024
Good very good but angry? Perchance.;Recommended;31;87.5;03-29-2024
good;Recommended;4;52.8;03-29-2024
In the Top 5 best games of all time. Just play it if you haven't already.;Recommended;58;186.0;03-29-2024
absolutely a masterpiece, worth every penny, give it a shot and don't give up right away, it's not a game to tread lightly;Recommended;100;178.3;03-29-2024
makes wanna kms but makes me cream when i beat boss;Recommended;41;80.7;03-29-2024
I am Malenia, blade of miquella.I am Malenia, blade of miquella.I am Malenia, blade of miquella.I am Malenia, blade of miquella.I am Malenia, blade of miquella.I am Malenia, blade of miquella.I am Malenia, blade of miquella.I am Malenia, blade of miquella.I am Malenia, blade of miquella.I am Malenia, blade of miquella.I am Malenia, blade of miquella.I am Malenia, blade of miquella.I am Malenia, blade of miquella.I am Malenia, blade of miquella.Best game i've ever played.;Recommended;401;142.6;03-29-2024
Excelent game, at fist I was confused because was not used to this type of games (souls) a friend kind of point me in the right way, and when in the right path I enjoyed very much. Excellent lore and background histories on top of very good maps and true open map.;Recommended;213;223.3;03-29-2024
Love it;Recommended;6;9.7;03-29-2024
yes;Recommended;3;40.1;03-29-2024
good game indeed;Recommended;14;62.2;03-29-2024
JUST AMAZING !!!;Recommended;14;40.4;03-29-2024
tarnished ahead;Recommended;14;586.7;03-29-2024
Great Souls Game. Very Friendly to people to havent tried a souls game before;Recommended;64;53.5;03-29-2024
This my most favourite game ever and i REALLYYYYYYYYYYYY love it and i suffered alot tryuing to vbraet malenia but i did it!!! persistabnce. this is a game opf persistance. Love this game|!! cant wait for the dlc <3;Recommended;177;91.6;03-29-2024
crack once now buy;Recommended;15;36.0;03-29-2024
This game is a masterpiece, I don't like to glaze too much, but this game just deserves it. this game is huge and you will have lots to do, the enemies are challenging so you won't speed through the game too quickly, the story is very in depth and interesting, the game has lots of customisation so you can enjoy a build that works for you. The open world format for this game helps because if you are struggling with a boss, you can go somewhere else and get stronger, now the boss will be less difficult. only thing i don't like is the multiplayer, it kind of sucks, but there are mods that fix that. 10/10;Recommended;492;96.7;03-29-2024
On multiple occasions when I was going in for an attack, a tutorial would pop up at the worst time. I'm jumping and trying to press shift and left click for a power attack and a tutorial pops up while I'm midair and causes me to miss my attack and die. wtaf;Not Recommended;206;9.8;03-29-2024
Love it;Recommended;6;9.7;03-29-2024
yes;Recommended;3;40.1;03-29-2024
good game indeed;Recommended;14;62.2;03-29-2024
JUST AMAZING !!!;Recommended;14;40.4;03-29-2024
tarnished ahead;Recommended;14;586.7;03-29-2024
Great Souls Game. Very Friendly to people to havent tried a souls game before;Recommended;64;53.5;03-29-2024
This my most favourite game ever and i REALLYYYYYYYYYYYY love it and i suffered alot tryuing to vbraet malenia but i did it!!! persistabnce. this is a game opf persistance. Love this game|!! cant wait for the dlc <3;Recommended;177;91.6;03-29-2024
crack once now buy;Recommended;15;36.0;03-29-2024
This game is a masterpiece, I don't like to glaze too much, but this game just deserves it. this game is huge and you will have lots to do, the enemies are challenging so you won't speed through the game too quickly, the story is very in depth and interesting, the game has lots of customisation so you can enjoy a build that works for you. The open world format for this game helps because if you are struggling with a boss, you can go somewhere else and get stronger, now the boss will be less difficult. only thing i don't like is the multiplayer, it kind of sucks, but there are mods that fix that. 10/10;Recommended;492;96.7;03-29-2024
On multiple occasions when I was going in for an attack, a tutorial would pop up at the worst time. I'm jumping and trying to press shift and left click for a power attack and a tutorial pops up while I'm midair and causes me to miss my attack and die. wtaf;Not Recommended;206;9.8;03-29-2024
a;Recommended;1;6.9;03-29-2024
Died 526 times to Margitothers: I am to weak...me: MAARRGIITTTTTT!!!!!10/10 would recommend;Recommended;80;24.7;03-29-2024
Not a game. A masterpiece.;Recommended;22;60.1;03-29-2024
Great game for breaking controllers..;Recommended;33;45.8;03-29-2024
im not gay but i like when they beat my ass;Recommended;33;8.3;03-29-2024
Put 130 hours in and didn't even beat it.This game offers so much in terms of world, items, bosses, side-content, interconnected story-lines, etc, that even players seasoned to this type of game can still get bogged down.That being said, I had to come back to prepare for the DLC in June.ELDEN RING's take on an open-world was very well-executed, dense with points of interest, and varied in terms of environment and enemy type. Even though not perfect when compared to other FROMSOFT games, mainly in its tendency to reuse bosses somewhat heavy-handedly, the sense of exploration and achievement you can get from this title is amazing9/10[Waiting to see how DLC affects game at large];Recommended;572;144.4;03-29-2024
First ever experience with a souls-like game and it has been fantastic so far.;Recommended;65;33.9;03-29-2024
Do you enjoy dying over and over again? Hopefully the answer is yes, because it will happen in this game. Ride a magical horse finding magical weapons all the time and fight and kill enemies. It is a fun souls game.;Recommended;175;138.8;03-29-2024
I hate this game. 10/10;Recommended;19;50.9;03-29-2024
fun;Recommended;3;192.0;03-29-2024
a;Recommended;1;6.9;03-29-2024
Died 526 times to Margitothers: I am to weak...me: MAARRGIITTTTTT!!!!!10/10 would recommend;Recommended;80;24.7;03-29-2024
Not a game. A masterpiece.;Recommended;22;60.1;03-29-2024
Great game for breaking controllers..;Recommended;33;45.8;03-29-2024
im not gay but i like when they beat my ass;Recommended;33;8.3;03-29-2024
Put 130 hours in and didn't even beat it.This game offers so much in terms of world, items, bosses, side-content, interconnected story-lines, etc, that even players seasoned to this type of game can still get bogged down.That being said, I had to come back to prepare for the DLC in June.ELDEN RING's take on an open-world was very well-executed, dense with points of interest, and varied in terms of environment and enemy type. Even though not perfect when compared to other FROMSOFT games, mainly in its tendency to reuse bosses somewhat heavy-handedly, the sense of exploration and achievement you can get from this title is amazing9/10[Waiting to see how DLC affects game at large];Recommended;572;144.4;03-29-2024
First ever experience with a souls-like game and it has been fantastic so far.;Recommended;65;33.9;03-29-2024
Do you enjoy dying over and over again? Hopefully the answer is yes, because it will happen in this game. Ride a magical horse finding magical weapons all the time and fight and kill enemies. It is a fun souls game.;Recommended;175;138.8;03-29-2024
I hate this game. 10/10;Recommended;19;50.9;03-29-2024
fun;Recommended;3;192.0;03-29-2024
ranni;Recommended;5;12.5;03-29-2024
523 hours in... I have a problem. Or the game is just good;Recommended;46;524.3;03-29-2024
Product received for freeI don't play souls games usually. But I got this game as gift from my friend to try it out and I totally like and am addicted to it.;Recommended;126;6.3;03-29-2024
I would smash Radahn;Recommended;17;234.1;03-29-2024
very good game but has some moments when i'm ripping my hair out;Recommended;52;101.9;03-29-2024
"Elden Ring was my first souls game and I have to say I was not disappointed at all. The style of gameplay was new to me because I've known nothing besides first person shooter games; nonetheless I was able to adjust fast. If you're looking for something new, fun, rewarding, and intense I suggest this game highly. Not only is the game amazing in terms of graphics, but it prevails in other areas where developers seem to be struggling right now as of 2024. For instance: Story/lore, gameplay mechanics, level design, voice acting, in-game rewards, no micro transactions, helpful/funny/dedicated community, graphics again, creativity, etc. I can go on and on about how great Elden Ring is but this is actually that one game where you must play it for yourself to find out. If you get stuck there's plenty of guides and videos online to help you. This is one investment you will not regret. Have fun Tarnished!";Recommended;752;168.4;03-29-2024
very fun game, will piss you off while playing but great storyline and good boss fights;Recommended;72;80.7;03-29-2024
Best game;Recommended;8;72.0;03-29-2024
really fun game can be a chill experience if you would like it to be one, take your time and treat every encounter like it may kill you and you'll be fine for the most part.;Recommended;138;117.6;03-29-2024
game is long while staying fun and intresting making for a game you wont beat in an hour or two in other words if you purchase this game you wont need any other games for a while. definately worth the money;Recommended;166;24.8;03-29-2024
ranni;Recommended;5;12.5;03-29-2024
523 hours in... I have a problem. Or the game is just good;Recommended;46;524.3;03-29-2024
Product received for freeI don't play souls games usually. But I got this game as gift from my friend to try it out and I totally like and am addicted to it.;Recommended;126;6.3;03-29-2024
I would smash Radahn;Recommended;17;234.1;03-29-2024
very good game but has some moments when i'm ripping my hair out;Recommended;52;101.9;03-29-2024
"Elden Ring was my first souls game and I have to say I was not disappointed at all. The style of gameplay was new to me because I've known nothing besides first person shooter games; nonetheless I was able to adjust fast. If you're looking for something new, fun, rewarding, and intense I suggest this game highly. Not only is the game amazing in terms of graphics, but it prevails in other areas where developers seem to be struggling right now as of 2024. For instance: Story/lore, gameplay mechanics, level design, voice acting, in-game rewards, no micro transactions, helpful/funny/dedicated community, graphics again, creativity, etc. I can go on and on about how great Elden Ring is but this is actually that one game where you must play it for yourself to find out. If you get stuck there's plenty of guides and videos online to help you. This is one investment you will not regret. Have fun Tarnished!";Recommended;752;168.4;03-29-2024
very fun game, will piss you off while playing but great storyline and good boss fights;Recommended;72;80.7;03-29-2024
Best game;Recommended;8;72.0;03-29-2024
really fun game can be a chill experience if you would like it to be one, take your time and treat every encounter like it may kill you and you'll be fine for the most part.;Recommended;138;117.6;03-29-2024
game is long while staying fun and intresting making for a game you wont beat in an hour or two in other words if you purchase this game you wont need any other games for a while. definately worth the money;Recommended;166;24.8;03-29-2024
yes,;Recommended;4;130.2;03-29-2024
game so good you start seeing/looking for it in other game;Recommended;48;118.4;03-29-2024
pain;Recommended;4;16.7;03-29-2024
10/10 ranis feet;Recommended;14;264.7;03-29-2024
Can't defeat the bosses? Git gud;Recommended;27;15.7;03-29-2024
I get it, another Elden Ring review that is negative that is unfounded but just giving my feedback.The mandatory, I have played Demon Souls, all of the Dark Souls games, Sekiro Armored Core 6 (I know its not Souls but its awesome!).I like the tighter experience of previous titles, smaller, interconnected, filled with purpose.I felt Elden Ring was just a big world with dumb mobs placed every where, dungeons that felt so samey, reskinned bosses, and just crap tons of stuff to get into. For me it was a grind to just get through it.I guess I have gotten older and want to play whats fun not whats trendy, it just wasnt for me. I am not a combat efficientato by any means and the options, spells, ashes of war, summons were all good systems. At its core though, for ME, its just tiresome. Why or how can poison go through a wall? Why can a bad guy plunge his axe through rock and hit you on the other side? Why do bosses have unlimited stamina? Elden Ring had some of the most aggressive boss battles I have ever played through in a From Software game. Hands down. The last section of the game is littered with them back to back to back, its insane. Granted the open world gives opportunities to gain some flasks back but thats so you dont have to go back to a spot to heal again, it didnt make it more accepting in terms of difficulty. The dungeons generally are filled with the same wolves, pots, and gremlins, with a few traps and a boss or two at the end of it. Once you get the goodies in the dungeon or cave you usually find yourself dead at the bosses door or near death with no flasks forcing you to death with the boss so that you can just run all the way to the door again if there was no stake to bring you back to near the door. Fighting on the horse was fun although, the farther you get into the game, the more you realize the horse is just another piece of armor that most enemies are going to be able to kill. Its fast but they are faster.I think for people who love this genre and the Souls franchise this is a dream come true. Its a big expansive world with enough variety for people who want to see it, and lots of things to explore. More mini bosses, more dungeons, more exploration, more armor/weapons, summons, just more more more. But its also just more frustration, cheap boss battles and the forever present git gud nastiness of the community when it comes to giving feedback.;Not Recommended;1949;84.1;03-29-2024
less gooooooooooooo;Recommended;18;61.4;03-29-2024
Best game ever with a tons of customization and content;Recommended;46;64.0;03-29-2024
I love how creative you can get with all the different kinds of builds, makes for tons of replayability. Don't be afraid to run passed enemies or come back to fight a boss later. You'll likely need a guide for NPC storylines though, no shame in that. Music is peak.;Recommended;216;594.4;03-29-2024
Well, what can I say - This game is Masterpiece, 10 out of 10.It took 300 hours for me to beat the game, with all side quests and exploring every corner of the map.And guess what - I was never bored playing Elden Ring!Waiting for DLC with great impatience;Recommended;207;310.4;03-29-2024
yes,;Recommended;4;130.2;03-29-2024
game so good you start seeing/looking for it in other game;Recommended;48;118.4;03-29-2024
pain;Recommended;4;16.7;03-29-2024
10/10 ranis feet;Recommended;14;264.7;03-29-2024
Can't defeat the bosses? Git gud;Recommended;27;15.7;03-29-2024
I get it, another Elden Ring review that is negative that is unfounded but just giving my feedback.The mandatory, I have played Demon Souls, all of the Dark Souls games, Sekiro Armored Core 6 (I know its not Souls but its awesome!).I like the tighter experience of previous titles, smaller, interconnected, filled with purpose.I felt Elden Ring was just a big world with dumb mobs placed every where, dungeons that felt so samey, reskinned bosses, and just crap tons of stuff to get into. For me it was a grind to just get through it.I guess I have gotten older and want to play whats fun not whats trendy, it just wasnt for me. I am not a combat efficientato by any means and the options, spells, ashes of war, summons were all good systems. At its core though, for ME, its just tiresome. Why or how can poison go through a wall? Why can a bad guy plunge his axe through rock and hit you on the other side? Why do bosses have unlimited stamina? Elden Ring had some of the most aggressive boss battles I have ever played through in a From Software game. Hands down. The last section of the game is littered with them back to back to back, its insane. Granted the open world gives opportunities to gain some flasks back but thats so you dont have to go back to a spot to heal again, it didnt make it more accepting in terms of difficulty. The dungeons generally are filled with the same wolves, pots, and gremlins, with a few traps and a boss or two at the end of it. Once you get the goodies in the dungeon or cave you usually find yourself dead at the bosses door or near death with no flasks forcing you to death with the boss so that you can just run all the way to the door again if there was no stake to bring you back to near the door. Fighting on the horse was fun although, the farther you get into the game, the more you realize the horse is just another piece of armor that most enemies are going to be able to kill. Its fast but they are faster.I think for people who love this genre and the Souls franchise this is a dream come true. Its a big expansive world with enough variety for people who want to see it, and lots of things to explore. More mini bosses, more dungeons, more exploration, more armor/weapons, summons, just more more more. But its also just more frustration, cheap boss battles and the forever present git gud nastiness of the community when it comes to giving feedback.;Not Recommended;1949;84.1;03-29-2024
less gooooooooooooo;Recommended;18;61.4;03-29-2024
Best game ever with a tons of customization and content;Recommended;46;64.0;03-29-2024
I love how creative you can get with all the different kinds of builds, makes for tons of replayability. Don't be afraid to run passed enemies or come back to fight a boss later. You'll likely need a guide for NPC storylines though, no shame in that. Music is peak.;Recommended;216;594.4;03-29-2024
Well, what can I say - This game is Masterpiece, 10 out of 10.It took 300 hours for me to beat the game, with all side quests and exploring every corner of the map.And guess what - I was never bored playing Elden Ring!Waiting for DLC with great impatience;Recommended;207;310.4;03-29-2024
my screen was so excited it started doing disco;Recommended;39;178.4;03-29-2024
gud;Recommended;3;193.9;03-29-2024
good;Recommended;4;27.3;03-29-2024
nice game;Recommended;8;185.6;03-29-2024
From software is my all time favorite developer;Recommended;40;73.9;03-29-2024
very hard to start with but keep at it and it becomes a brilliant game;Recommended;56;40.9;03-29-2024
Dog;Recommended;3;127.6;03-29-2024
Skummelt;Recommended;8;10.4;03-29-2024
good gaem;Recommended;8;105.7;03-29-2024
f;Recommended;1;216.1;03-29-2024
my screen was so excited it started doing disco;Recommended;39;178.4;03-29-2024
gud;Recommended;3;193.9;03-29-2024
good;Recommended;4;27.3;03-29-2024
nice game;Recommended;8;185.6;03-29-2024
From software is my all time favorite developer;Recommended;40;73.9;03-29-2024
very hard to start with but keep at it and it becomes a brilliant game;Recommended;56;40.9;03-29-2024
Dog;Recommended;3;127.6;03-29-2024
Skummelt;Recommended;8;10.4;03-29-2024
good gaem;Recommended;8;105.7;03-29-2024
f;Recommended;1;216.1;03-29-2024
Thank You FromSoftware for making this game.;Recommended;38;66.5;03-29-2024
Hard!;Recommended;5;14.0;03-29-2024
Without the coop mod, I likely would have never tried this game. It ended up being literally the best gaming experience of my life. I will never forget this unbelievable adventure.;Recommended;150;245.2;03-29-2024
;Recommended;0;93.4;03-29-2024
waiting for the dlc;Recommended;16;87.1;03-29-2024
GG;Recommended;2;191.6;03-29-2024
I good starter if you want to play dark souls 1 - 3, it's a challenge that allows you too explore and upgrade to beat whatever you want. If you explore enough, you can get an upgraded weapon strong enough for the final boss before you beat the first one;Recommended;204;203.0;03-29-2024
"I am Malenia. Blade of Miquella.I still hear these words in my nightmares...Other than that, I'd recommend Elden Ring.I'm really bad at souls-like games but still enjoy them.Can't dump 1000 hours into any of these games to ""git gud"", so I thought I would give Elden Ring a try.I've read that it's a bit more forgiving than Dark Souls or Bloodborne, still challenging but not in a ""git gud""-kinda way.These articles and comments were right.While I still struggled at a few points, it never felt unfair and I was never ""stuck"" cause of Elden Ring's open world. Whenever a boss turned me into tomato paste 30 times in a row, I turned around and progressed on a different route. Fighting a different boss, defeating him, getting stronger and returning to the other boss again.I really enjoyed the game and I am looking forward to the DLC.";Recommended;689;95.5;03-29-2024
Probably the most fun I ever had in a video game. Exploration feels really fun and rewarding. Not just for the loot but the sight you get is a reward in itself. Combat is typical souls combat but with new skills and spells. The danger you feel while exploring the world really makes you feel like you are on a adventure which a game very rarely manages to get right in my opinion.The things I dislike are rather minor like the copy pasted catacombs with copy/pasted enemies and interior. You may also get to other low level zones later which means you'll completely obliterate a boss, that could be fun to learn. The biggest problem I have with this game is the reuse of enemies and bosses. There are MANY unique enemies and bosses but some bosses appear like 6 times which takes some of the excitement away. Especially when a big story boss reappears as a random optional boss with a misspelled name.;Recommended;738;272.9;03-29-2024
THIS IS NOT A GAME FOR PCIt's like they decided to punish the player if he plays with a mouse and keyboard instead of a controllerOr they just didn't care about the PC gamersI'm not sure which is worsedisappointing;Not Recommended;176;32.4;03-29-2024
Thank You FromSoftware for making this game.;Recommended;38;66.5;03-29-2024
Hard!;Recommended;5;14.0;03-29-2024
Without the coop mod, I likely would have never tried this game. It ended up being literally the best gaming experience of my life. I will never forget this unbelievable adventure.;Recommended;150;245.2;03-29-2024
;Recommended;0;93.4;03-29-2024
waiting for the dlc;Recommended;16;87.1;03-29-2024
GG;Recommended;2;191.6;03-29-2024
I good starter if you want to play dark souls 1 - 3, it's a challenge that allows you too explore and upgrade to beat whatever you want. If you explore enough, you can get an upgraded weapon strong enough for the final boss before you beat the first one;Recommended;204;203.0;03-29-2024
